tichet,single,card,male,age,fc,gomi,goshuin
1,0,1,1,1,1.369863014,0,0
1,1,1,1,0,3.287671233,0,0
1,1,1,1,0,1.553424658,0,0
1,0,1,1,0,2.109589041,0,0
1,1,1,1,1,1.493150685,0,0
1,1,1,1,0,3.136986301,0,0
1,1,1,1,1,2.320547945,0,0
1,0,1,0,1,1.495890411,0,0
1,1,1,1,0,3.01369863,0,0
1,1,1,1,0,3.561643836,0,0
1,0,1,0,0,0,0,0
1,0,0,0,1,3.961643836,0,0
1,1,1,1,0,3.835616438,0,0
1,0,1,1,1,1.369863014,0,0
1,1,1,1,1,1.369863014,0,0
1,1,1,1,0,0.821917808,0,0
1,0,1,1,1,1.04109589,0,0
1,1,1,1,0,1,1,0
1,0,1,0,1,2.515068493,0,0
1,1,1,1,0,1.506849315,0,0
1,1,1,1,1,2.356164384,0,0
1,1,1,1,0,2.353424658,0,0
1,1,1,1,1,3.287671233,0,0
1,1,1,0,0,3.84109589,0,0
1,0,1,0,0,1.643835616,0,1
1,1,1,1,0,3.961643836,0,0
1,0,1,1,0,1.150684932,0,0
1,0,1,1,1,3.961643836,0,0
1,0,0,0,1,1.369863014,1,1
1,0,1,1,0,0.010958904,0,0
1,1,0,0,0,2.306849315,0,0
1,1,1,0,1,0.249315068,1,0
1,1,1,1,0,1.073972603,0,1
1,0,1,1,1,1.232876712,0,0
1,0,1,1,0,1.97260274,0,0
1,0,1,1,1,2.389041096,0,0
1,1,1,1,1,1.232876712,0,0
1,1,1,1,0,3.287671233,0,0
1,1,1,1,0,3.961643836,1,0
1,1,1,1,0,2.739726027,0,0
1,0,0,1,1,1.369863014,0,0
1,1,1,1,0,0,0,0
1,1,1,1,1,0.008219178,0,0
1,1,1,1,1,0.821917808,0,0
1,1,1,1,0,0.010958904,1,1
1,1,1,1,1,3.561643836,0,0
1,0,1,0,1,0.164383562,0,1
1,1,1,1,1,1.890410959,0,0
1,1,1,1,0,1.298630137,0,0
1,1,0,1,0,3.843835616,0,0
1,0,1,0,0,1.331506849,1,0
1,1,1,1,0,3.961643836,0,0
1,1,1,1,1,3.01369863,1,0
1,1,0,1,1,1.315068493,0,1
1,1,1,1,0,3.961643836,0,0
1,1,1,1,1,3.287671233,0,0
1,0,0,1,0,2,0,1
1,1,1,1,0,0.575342466,0,0
1,1,1,0,1,3.961643836,0,0
1,1,1,1,0,1.646575342,0,1
1,0,1,0,1,1.493150685,0,0
1,1,1,1,0,3.090410959,1,0
1,1,1,1,0,3.97260274,0,0
1,1,1,1,0,1.369863014,1,0
1,1,1,1,0,2.802739726,0,1
1,1,1,1,0,2.602739726,0,0
1,1,1,1,0,3.961643836,0,0
1,1,0,1,0,3.961643836,0,1
1,0,1,1,0,0.002739726,0,0
1,0,0,1,1,1,0,0
1,1,1,0,1,1,0,0
1,1,1,1,0,3.961643836,0,1
1,1,1,1,1,0.410958904,0,0
1,1,1,1,0,1.917808219,1,0
1,0,1,1,0,3.835616438,0,1
1,1,1,1,0,1.917808219,0,0
1,1,1,1,0,3.835616438,0,0
1,1,0,1,0,1.095890411,0,0
1,1,1,1,1,0.95890411,0,0
1,1,1,1,0,3.835616438,0,0
1,1,1,1,0,3.191780822,0,0
1,1,1,1,0,3.287671233,0,0
1,1,1,1,0,3.961643836,0,0
1,0,1,0,1,1.493150685,0,0
1,0,1,1,1,0,0,0
1,1,1,1,0,0.547945205,0,0
1,1,1,1,0,3.561643836,0,0
1,0,1,0,0,3.410958904,0,0
1,1,0,1,0,2.150684932,0,0
1,1,1,1,0,3.961643836,0,0
1,1,1,1,1,0.380821918,0,0
1,1,1,0,1,2.504109589,0,1
1,1,1,1,0,1.369863014,0,0
1,0,1,1,1,0.005479452,1,0
1,1,0,1,0,2.487671233,0,0
1,0,1,1,1,1.04109589,1,0
1,0,1,0,1,0.821917808,0,0
1,1,1,1,0,3.01369863,0,1
1,0,1,1,0,3.835616438,0,1
1,1,1,1,1,3.01369863,0,0
1,1,1,1,0,3.01369863,0,0
1,1,1,1,1,0.547945205,0,0
1,1,0,1,1,1.369863014,0,0
1,1,0,1,1,0.547945205,0,0
1,0,1,1,0,2.191780822,0,0
1,1,1,1,0,1.550684932,0,1
1,1,1,1,0,1.643835616,0,0
1,1,1,1,0,2.531506849,0,0
1,1,1,1,0,3.561643836,0,1
1,0,1,1,1,0.008219178,0,0
1,0,1,0,0,0.95890411,1,0
1,1,0,1,1,1.369863014,0,0
1,0,1,1,1,3.090410959,0,0
1,1,1,1,0,1.506849315,1,0
1,1,1,1,1,1.706849315,0,0
1,0,1,1,0,0,0,0
1,1,1,1,0,3.961643836,0,0
1,1,1,1,0,3.961643836,0,1
1,1,1,1,0,1.369863014,1,0
1,1,1,1,0,3.961643836,1,0
1,0,1,1,0,1.917808219,0,0
1,1,1,1,0,2.465753425,1,0
1,1,1,1,1,2.391780822,0,0
1,0,1,1,0,3.446575342,0,0
1,0,0,1,1,3.01369863,0,0
1,1,1,1,0,0.739726027,1,0
1,1,1,1,0,3.01369863,0,0
1,1,1,1,0,2.97260274,0,0
1,0,1,1,0,0.547945205,1,0
1,0,1,1,0,0.328767123,0,0
1,1,1,1,1,1.643835616,0,0
1,1,1,1,1,1.643835616,1,0
1,0,1,1,0,3.84109589,0,1
1,0,1,1,1,0.005479452,0,1
1,0,0,1,0,3.961643836,0,0
1,1,1,1,0,0.821917808,0,1
1,1,1,1,1,1.534246575,0,0
1,0,0,1,1,1.712328767,0,0
1,1,1,1,0,4.109589041,0,0
1,0,0,1,0,1.369863014,0,0
1,0,1,1,0,0.961643836,0,0
1,1,1,1,0,3.326027397,1,0
1,1,1,1,1,3.561643836,0,0
1,0,0,1,1,1,0,0
1,0,0,1,1,1.506849315,0,0
1,0,1,1,0,3,1,0
1,1,1,1,0,1.98630137,0,1
1,1,0,1,0,2.136986301,0,0
1,1,1,1,0,0.008219178,0,0
1,1,1,1,0,1.369863014,0,0
1,0,1,1,1,1.095890411,0,0
1,0,1,1,0,1.369863014,0,1
1,0,1,1,1,1.534246575,0,0
1,0,1,1,0,1,0,0
1,1,1,1,1,0.246575342,0,0
1,0,1,0,1,3.835616438,0,1
1,1,1,1,1,3.835616438,0,0
1,0,1,1,1,0.931506849,0,0
1,1,1,1,0,2.739726027,0,0
1,1,1,1,0,2.465753425,1,0
1,1,1,1,1,0,0,1
1,0,0,0,1,1.506849315,0,0
1,1,1,1,0,1.821917808,0,0
1,0,1,0,0,2.191780822,0,0
1,1,1,1,0,3.95890411,0,0
1,0,1,1,0,3.947945205,0,1
1,1,1,1,0,3.287671233,0,0
1,1,1,1,1,3.150684932,1,1
1,0,1,1,1,2.739726027,0,0
1,1,0,1,1,1.97260274,0,0
1,1,1,0,0,3.961643836,1,1
1,1,1,1,0,3.484931507,1,1
1,1,1,1,0,1.643835616,0,1
1,0,1,1,1,3.01369863,0,0
1,1,1,1,0,2.739726027,0,0
1,1,1,1,1,1.095890411,0,0
1,1,1,1,0,1.660273973,0,0
1,0,1,1,1,3.410958904,0,0
1,1,1,1,0,1.369863014,0,0
1,1,1,1,0,2.191780822,0,1
1,0,1,1,0,2.739726027,0,0
1,1,1,1,0,3.01369863,0,0
1,0,1,1,1,1.643835616,0,0
1,0,1,0,1,1.495890411,0,0
1,0,0,0,1,0.208219178,0,1
1,1,1,1,0,2.128767123,0,0
1,1,1,1,0,1.493150685,1,0
1,0,0,1,1,2.153424658,0,1
1,0,1,1,1,3.835616438,0,0
1,1,1,1,0,1.917808219,0,0
1,1,1,1,0,0.010958904,0,0
1,0,1,0,1,0.698630137,1,0
1,1,1,1,0,3.249315068,0,0
1,0,1,1,1,2.369863014,0,0
1,1,0,1,0,3.117808219,1,0
1,1,1,1,0,1.643835616,0,0
1,1,1,1,1,1,0,0
1,1,1,1,1,1.095890411,0,0
1,1,1,1,0,3.561643836,0,0
1,1,1,1,0,0.912328767,0,0
1,0,0,1,1,3.961643836,0,0
1,0,1,1,0,3.287671233,1,0
1,0,1,1,0,3.835616438,0,0
1,0,0,0,1,1.268493151,0,0
1,1,1,1,1,0.005479452,0,0
1,1,1,1,0,0.002739726,0,0
1,1,1,1,0,0.547945205,0,1
1,1,0,1,1,1.232876712,1,1
1,1,1,1,0,3.01369863,0,0
1,1,0,1,0,3.961643836,0,0
1,1,1,1,0,0.008219178,0,0
1,1,1,1,0,3.82739726,0,0
1,1,1,1,0,3.97260274,0,0
1,0,1,1,1,2.312328767,0,0
1,1,1,1,0,3.17260274,0,0
1,1,1,1,0,3.01369863,0,0
1,0,0,1,1,1.369863014,0,0
1,1,1,1,0,2.465753425,0,0
1,0,1,1,0,1.369863014,0,0
1,0,1,0,1,0.931506849,1,0
1,1,1,0,1,0.547945205,0,0
1,0,1,1,0,1.917808219,0,0
1,0,0,1,0,1.369863014,0,0
1,0,1,1,1,0.164383562,1,0
1,1,1,1,0,2.739726027,1,1
1,0,1,1,0,2.191780822,0,0
1,0,1,1,1,0.082191781,0,0
1,0,1,1,0,2.739726027,0,0
1,1,1,1,0,2.989041096,1,0
1,0,0,0,1,1.268493151,0,0
1,1,1,1,0,3.150684932,1,0
1,0,1,1,1,3.287671233,0,0
1,1,1,1,0,2.465753425,0,0
1,1,1,1,0,3.287671233,0,0
1,0,0,1,0,1.824657534,1,0
1,1,1,1,0,3.287671233,0,0
1,0,0,1,0,0.665753425,1,1
1,1,1,1,0,2.465753425,0,0
1,1,1,1,0,3.709589041,0,1
1,1,1,1,0,2.191780822,1,0
1,1,1,1,0,2.520547945,0,0
1,0,1,1,0,1.917808219,0,1
1,1,1,1,0,3.01369863,0,0
1,0,1,1,0,2.35890411,0,0
1,1,1,0,1,3.287671233,0,0
1,1,1,1,1,3.312328767,0,0
1,1,1,1,0,1.408219178,0,0
1,1,1,1,1,2.364383562,1,1
1,1,1,1,0,1.232876712,1,0
1,0,1,0,1,2.98630137,0,0
1,1,1,1,0,3.835616438,1,0
1,0,1,0,0,1.095890411,0,0
1,1,1,1,0,2.054794521,0,0
1,1,1,1,0,2.739726027,0,0
1,1,1,1,0,3.961643836,0,1
1,1,1,1,0,1.495890411,0,0
1,1,1,1,0,0.95890411,0,0
1,0,0,1,1,2.739726027,0,0
1,1,1,1,0,1.495890411,0,0
1,1,1,0,1,1.095890411,0,0
1,1,1,1,0,4.109589041,0,1
1,1,1,1,0,1.178082192,0,0
1,1,1,0,1,0.98630137,0,0
1,1,1,1,0,0.010958904,0,0
1,1,1,1,0,0.95890411,0,0
1,1,1,1,0,2.495890411,0,0
1,1,1,1,0,1.643835616,0,0
1,1,1,1,0,1.98630137,0,0
1,0,1,0,0,0.498630137,0,0
1,1,1,1,0,3.835616438,0,0
1,1,1,1,0,3.961643836,0,0
1,0,1,1,1,3.835616438,0,0
1,1,1,1,0,2.739726027,0,1
1,1,0,1,0,1.917808219,1,0
1,1,1,1,0,1.336986301,0,0
1,0,1,1,1,1.095890411,0,0
1,0,1,0,0,3.128767123,0,0
1,1,1,1,0,2.739726027,0,0
1,0,1,1,0,3.449315068,0,0
1,0,1,1,1,3.446575342,0,0
1,1,1,1,1,1.780821918,1,0
1,0,1,1,0,1.095890411,0,0
1,1,1,1,0,3.838356164,1,0
1,0,0,1,1,2.164383562,0,0
1,1,1,1,0,1.493150685,0,0
1,1,0,1,1,1.260273973,0,0
1,0,1,1,1,3.835616438,0,0
1,1,1,1,0,4.109589041,1,0
1,0,1,1,1,3.287671233,0,0
1,1,1,1,0,2.391780822,0,0
1,1,1,1,1,0,0,0
1,0,1,1,0,2.465753425,1,1
1,0,1,1,1,0.44109589,0,0
1,0,0,1,1,1.917808219,0,0
1,1,1,1,0,3.961643836,1,0
1,1,1,1,1,0.95890411,0,0
1,1,1,1,0,3.742465753,1,0
1,1,1,1,1,0,0,0
1,1,1,1,0,2.287671233,1,0
1,1,1,0,1,0.082191781,0,0
1,0,1,1,0,1.917808219,0,0
1,0,1,1,1,2.821917808,1,0
1,0,1,1,1,0.005479452,0,0
1,1,1,1,0,1.643835616,0,0
1,1,0,1,0,1.304109589,0,0
1,0,1,1,0,2.739726027,0,0
1,1,1,1,0,0.098630137,0,0
1,0,1,1,0,3.115068493,0,0
1,0,1,1,1,1.917808219,0,0
1,1,1,1,0,3.780821918,0,0
1,1,1,1,0,3.835616438,0,0
1,1,1,1,0,1.369863014,0,0
1,0,1,1,0,1.893150685,0,0
1,0,1,1,1,1.369863014,0,0
1,0,1,1,1,1.660273973,1,0
1,1,1,1,0,3.95890411,1,0
1,0,1,1,0,1.917808219,0,0
1,1,1,1,0,3.101369863,1,1
1,0,1,1,1,1.04109589,0,0
1,1,1,1,1,0.136986301,0,1
1,1,1,1,1,0.942465753,0,0
1,1,1,1,0,0.547945205,0,1
1,0,0,1,0,0.821917808,0,1
1,0,0,0,1,1.095890411,0,0
1,1,1,1,0,3.561643836,0,0
1,1,1,1,1,1.232876712,1,0
1,0,1,1,0,1.643835616,0,0
1,1,1,0,1,0.649315068,0,0
1,1,0,1,1,1.095890411,0,0
1,1,1,1,0,2.821917808,0,0
1,0,0,1,1,2.054794521,0,0
1,1,1,1,0,2.739726027,0,0
1,1,1,1,1,3.276712329,0,0
1,0,1,1,0,3.819178082,0,0
1,1,1,1,0,3.945205479,0,0
1,1,1,1,0,0.876712329,0,1
1,1,0,1,1,1.369863014,0,0
1,1,1,1,1,2.095890411,0,0
1,1,1,1,0,3.117808219,0,0
1,1,1,1,0,1.01369863,0,0
1,0,1,1,0,3.287671233,1,0
1,0,1,1,0,1.506849315,0,1
1,0,1,0,1,1.232876712,0,1
1,1,1,1,0,3.287671233,0,1
1,0,1,1,0,1.917808219,0,0
1,1,1,1,0,3.783561644,0,0
1,1,1,1,1,1.917808219,0,0
1,0,1,1,0,3.287671233,0,0
1,0,1,1,1,2.739726027,0,0
1,1,1,1,0,3.961643836,0,0
1,1,1,1,0,0.821917808,0,0
1,0,1,1,0,3.084931507,0,0
1,1,1,1,0,3.961643836,0,0
1,0,1,0,1,3.961643836,0,0
1,1,1,1,0,2.191780822,1,0
1,1,1,1,0,0,0,0
1,0,1,1,0,2.739726027,0,0
1,1,1,1,0,1.04109589,0,0
1,0,1,1,1,0.054794521,0,0
1,0,1,1,1,2.739726027,0,0
1,0,0,1,0,1.835616438,0,1
1,0,1,1,0,2.739726027,0,0
1,0,1,1,1,1.369863014,0,0
1,0,1,1,1,1.369863014,0,0
1,1,1,1,1,3.235616438,0,1
1,1,1,1,0,1.82739726,0,1
1,1,1,1,0,1.506849315,0,0
1,1,1,1,0,3.416438356,0,1
1,0,1,1,0,3.046575342,1,1
1,0,1,1,0,3.287671233,0,0
1,1,0,1,0,1.383561644,0,1
1,1,1,1,0,3.446575342,0,0
1,0,1,1,1,1.082191781,0,0
1,0,1,1,0,2.873972603,0,0
1,1,1,1,0,0.005479452,0,0
1,0,1,1,0,1.369863014,0,1
1,0,1,1,1,0.010958904,1,0
1,1,1,1,0,3.961643836,0,0
1,1,1,1,0,1.369863014,0,0
1,1,1,1,0,1,0,0
1,1,1,1,1,3.961643836,0,0
1,0,1,1,1,1.665753425,0,0
1,1,1,1,0,1.095890411,0,0
1,1,1,0,0,1.232876712,0,1
1,0,0,1,0,3.01369863,0,0
1,1,1,1,0,3.961643836,0,0
1,0,1,1,1,3.452054795,0,0
1,0,1,1,0,2.465753425,0,0
1,1,1,1,0,2.739726027,0,0
1,1,1,0,1,1.643835616,0,0
1,1,1,1,0,3.961643836,0,0
1,1,1,1,0,3.835616438,0,0
1,1,1,1,1,1.643835616,0,0
1,0,1,1,1,2.191780822,0,0
1,1,1,1,0,2.739726027,1,0
1,0,1,1,0,1.095890411,0,0
1,0,1,1,0,0.008219178,0,0
1,0,1,0,1,1.643835616,0,0
1,0,1,1,1,1.232876712,1,0
1,0,1,1,1,3.97260274,0,0
1,1,1,1,0,1.550684932,0,1
1,1,1,1,0,2.739726027,1,0
1,0,1,1,1,1.095890411,0,0
1,0,1,1,1,2.191780822,0,0
1,0,1,1,1,0.547945205,0,0
1,0,1,1,1,1.643835616,0,0
1,0,1,0,0,3.273972603,0,1
1,1,1,1,0,2.739726027,0,0
1,1,1,1,0,3.835616438,0,0
1,0,1,0,0,3.252054795,0,0
1,1,1,1,0,3.561643836,1,0
1,1,1,1,0,2.739726027,0,0
1,1,1,0,1,1,0,0
1,1,1,1,0,0.005479452,0,0
1,0,0,1,1,1.369863014,0,0
1,1,1,1,0,2.136986301,0,0
1,1,1,1,0,2.739726027,0,0
1,1,1,1,0,0.821917808,0,0
1,0,0,1,1,1.860273973,0,1
1,1,1,1,0,0.739726027,0,1
1,1,1,1,0,3.424657534,0,0
1,1,1,1,0,0.602739726,0,0
1,1,1,1,0,2.202739726,0,0
1,0,1,1,0,1.260273973,0,0
1,1,1,1,1,0.410958904,0,0
1,1,1,1,0,3.238356164,0,0
1,0,1,1,1,1.668493151,0,0
1,0,0,0,1,3.835616438,0,0
1,1,1,1,0,3.961643836,0,0
1,0,1,1,1,1.643835616,0,0
1,1,1,1,0,3.843835616,0,0
1,0,1,1,1,2.739726027,0,0
1,1,1,1,0,0.821917808,0,0
1,0,1,1,0,2.126027397,0,0
1,0,1,1,0,2.073972603,0,1
1,0,1,1,1,2.739726027,0,1
1,1,1,1,0,1.917808219,1,0
1,1,1,1,1,0,0,0
1,0,0,1,1,1.369863014,0,0
1,1,1,1,0,1.643835616,0,0
1,1,1,1,0,0.010958904,1,0
1,1,1,1,0,3.643835616,0,0
1,0,1,0,1,3.01369863,0,0
1,0,1,1,1,1.506849315,0,0
1,1,1,1,0,1.665753425,1,0
1,1,1,1,0,2.323287671,1,0
1,0,1,1,1,1.917808219,0,0
1,1,1,1,1,2.331506849,0,0
1,0,1,0,0,1.660273973,0,0
1,0,0,0,0,1.698630137,0,0
1,1,1,1,0,3.663013699,0,0
1,0,1,0,1,0,0,0
1,1,1,1,0,2.983561644,0,0
1,1,1,1,0,2.471232877,0,0
1,1,0,0,1,1.369863014,0,0
1,1,1,1,0,2.101369863,0,0
1,0,1,1,1,1.095890411,0,0
1,1,1,1,1,1.643835616,0,0
1,0,1,0,0,1.643835616,0,0
1,1,1,0,1,1.260273973,0,0
1,0,1,1,0,0.008219178,0,0
1,0,1,0,0,1.271232877,1,1
1,0,1,1,1,0.210958904,1,0
1,1,1,1,0,3.04109589,1,0
1,1,1,1,0,1.380821918,0,1
1,0,1,1,0,0.005479452,0,1
1,1,1,1,0,3.961643836,0,0
1,0,1,1,0,2.465753425,0,0
1,1,1,1,1,0,0,0
1,0,1,1,0,3.153424658,0,0
1,0,1,1,1,0.410958904,0,0
1,0,1,0,0,0.646575342,0,0
1,0,1,1,0,1.917808219,0,0
1,0,0,1,1,2.523287671,1,0
1,0,1,1,1,1.15890411,0,0
1,1,1,1,1,3.824657534,0,0
1,1,1,1,0,2.739726027,0,0
1,0,0,1,1,2.739726027,0,0
1,0,1,1,0,3.961643836,0,0
1,0,0,1,1,2.575342466,0,0
1,0,0,1,1,2.191780822,0,1
1,1,0,1,1,3.117808219,0,0
1,0,0,1,0,3.334246575,1,0
1,1,0,1,0,2.739726027,0,0
1,1,0,1,1,1.536986301,0,0
1,0,0,0,0,1.506849315,0,0
1,0,0,1,0,0.054794521,1,0
1,0,0,1,0,3.446575342,0,1
1,1,0,1,0,2.739726027,0,0
1,0,0,1,0,1.97260274,1,0
1,0,0,1,0,2.739726027,0,1
1,0,0,1,0,1.04109589,0,0
1,0,0,1,0,2.082191781,0,1
1,1,0,0,1,0.082191781,0,0
1,1,0,1,0,1.260273973,0,0
1,0,0,1,1,0,1,0
1,0,0,1,0,2.328767123,0,0
1,0,0,0,0,3.838356164,0,0
1,1,0,1,1,2.652054795,0,0
1,1,0,1,0,2.191780822,0,0
1,0,0,1,0,0.008219178,0,0
1,1,0,1,0,3.84109589,0,0
1,0,0,1,1,2.054794521,1,0
1,1,0,0,1,1.495890411,0,0
1,0,0,0,1,1.369863014,0,0
1,0,0,1,1,1,0,0
1,0,0,1,1,3.279452055,0,0
1,1,0,1,1,2.465753425,0,0
1,1,0,1,0,0,1,1
1,1,0,1,0,2.287671233,0,0
1,1,0,1,0,3.493150685,0,0
1,0,0,1,1,2.465753425,0,0
1,1,0,1,0,3.964383562,0,0
1,0,0,1,1,1.252054795,1,0
1,0,0,1,1,1,0,0
1,1,0,1,0,1.095890411,1,0
1,0,0,1,1,2.054794521,0,1
1,0,0,1,0,1.473972603,0,0
1,1,0,1,0,2.739726027,0,0
1,0,0,1,0,2.501369863,0,0
1,0,0,1,0,1.243835616,0,0
1,1,0,1,0,2.517808219,0,0
1,1,0,1,0,0.739726027,0,0
1,0,0,1,1,2.191780822,0,0
1,1,0,1,0,1.073972603,0,0
1,1,0,1,0,3.84109589,0,0
1,0,0,1,1,3.287671233,0,1
1,0,0,1,1,0.002739726,0,1
1,1,0,1,0,3.964383562,0,1
1,0,0,1,1,1.095890411,0,0
1,0,0,1,0,0.246575342,0,0
1,1,0,1,0,2.356164384,0,0
1,1,0,1,0,3.287671233,0,1
1,1,0,1,0,3.964383562,0,0
1,0,0,1,0,2.520547945,0,0
1,1,0,1,0,0,0,0
1,0,0,1,1,2.739726027,0,0
1,0,0,0,0,0,1,0
1,1,0,1,0,2.391780822,0,0
1,1,0,1,0,3.561643836,1,1
1,0,0,0,0,3.97260274,0,0
1,1,0,1,0,0.684931507,0,0
1,0,0,1,1,0.832876712,1,0
1,1,0,0,1,3,0,0
1,0,0,1,1,0.328767123,1,1
1,0,0,1,0,3.454794521,0,0
1,0,0,1,1,1.665753425,0,0
1,1,0,1,1,0,0,0
1,1,0,1,0,3.964383562,0,1
1,1,0,1,1,1.095890411,0,0
1,0,0,1,1,1.917808219,0,0
1,0,0,0,1,2.698630137,0,0
1,0,0,1,1,1.917808219,1,0
1,1,0,1,0,3.843835616,0,0
1,1,0,1,1,1.917808219,0,0
1,1,0,1,0,0.819178082,0,0
1,1,0,1,0,2.739726027,0,0
1,1,0,1,0,0,0,0
1,1,0,1,0,3.405479452,0,1
1,1,0,1,0,3.964383562,1,0
1,1,0,1,0,3.506849315,0,0
1,0,0,1,1,3,0,0
1,0,0,1,1,3.104109589,0,0
1,0,0,1,0,1.369863014,0,0
1,0,0,1,0,1.369863014,1,0
1,1,0,1,0,0.008219178,0,0
1,0,0,1,0,2.980821918,0,0
1,0,0,0,0,0.002739726,0,1
1,1,0,1,0,2.191780822,0,0
1,0,0,1,1,0,0,0
1,1,0,0,0,0.246575342,0,0
1,0,0,1,0,1.561643836,0,0
1,0,0,1,1,1.917808219,1,0
1,1,0,1,1,1.369863014,0,0
1,1,0,0,0,2,0,0
1,0,0,1,0,0.547945205,0,0
1,1,0,1,1,2.465753425,0,0
1,1,0,1,0,2.191780822,0,0
1,1,0,1,0,3.975342466,0,0
1,1,0,1,0,0.657534247,0,0
